COD SUJETO;SEXO;EDAD;TRATAMIENTO;SESION;RELATO;;;;;;;
L3NH;F;VIEJO;Sin higiene;E1;Juana vive en la calle charcas en el barrio de belgrano, se levanto a las 7.30 desayuno dos tostadas y una taza de cafe con leche, fue a la estacion maqinista carranza a su trabajo. en su trabajo cuando llego mails atrasados tomando una taza de cafe a las 8.30 despues tuvo la reunion de trabajo, al mediodia se encargo comida y durante su descanso almorzo, luego terminada la tarea del trabajo fue al super compro lo que necesitaba algunos lacteos, verdura. Fue a la casa los deposito los arrego, se cambio, se puso el traje de gimnasia, fue a hacer una hora de training siempre el mismo recorrido, luego volvio se cambio y fue a una cita que contrajo por tinder en un bar de la calle tacuari, se sento en la barra, a las 12.30 llego a su casa, leyo media hs y se durmio;;;;;;;
L3NH;F;VIEJO;Sin higiene;T1;Juana se levanta 7.30 desayuna cafe con leche con dos tostadas, a las 8.30 esta presente en su oficina respondiendo mensajes atrasados en la ofcina toma una taza de cafe. Luego durante la mañana se reune con sus compañeros para la presentacion de la presentacion de la publicidad de las toallitas higienicas Luego almuerza con sus compañeros y a la tarde dspues del trabajo va al supermercado a comprar frutas y verduras, deja todo en la casa se cambia y va a hacer su caminata de footing x el barrio luego vuelve se arregla y va a una cita en la calle tacuari en un bar que una cita que consiguio por tinder. Doce y media se acuesta Omiti decir que ella vive en belgrano y tome el subte en la estacion carranza;;;;;;;
L3NH;F;VIEJO;Sin higiene;E2;Federico vive en el barrio de caballito en la calle bacacay, se lavanta siete y media se va a higienizar se lava los dientes se pone gel va a desayunar con dos tostadas con dulce de leche y queso, a las ocho sale de la casa, previamente aparentemente tenia que elegir entre dos camisas elegia la rayada y despues en el video se lo ve con una remera negra. Sale va a la estacion de caballito del tren que la tiene a 5 cuadras y se baja en la estacion once para ir a su trabajo. llega a su trabajo se toma un cafe se dedica a responder llamadas durante el dia no me acuerdo que pase nada mas, cuando se va vuelve a su casa y se dedica a limpiar el patio despues de limpiar el patio se pone a jugar con la playstation 4, el dia anterior descargo dos videos, uno sobre carrera de coches, pero mientras esta jugando esta pensando que va a preparar de cena y se aburre un poco entonces deja los juegos y va a la ventana a leer un libro mientras el sol va bajando;;;;;;;
L3NH;F;VIEJO;Sin higiene;T2;Se llama federico se despierta siete y media, se ducha y se pone gel, desayuna con dos tostadas una de queso crema y dulce de leche y a las ocho se va a la estacion caballito porque vive en la calle bacacay. ahi durante quince min espera el tren, llegó a la oficina y con una taza de cafe se dispone a responder correos atrasados pasa trabajando todo el dia cuando llega a la casa de regreso se pone a limpiar el patio. Despues se dedica a jugar con la play con dos jueguitos que compro el dia anterior uno de ellos de carrera de autos. como un poco se aburre se pone a leer un libro. al trabajo se fue con una remera negra pese a que estuvo buscando camisas y eligio una rayada.;;;;;;;
L4NH;F;VIEJO;Sin higiene;E1;Juana se despierta a las siete y cuarto de la mañana se prepara para ir a tabajar. La habitacion es muy luminosa y tiene una ventana donde entra el sol. Se levanta, se sienta a tomar su desayuno vive en charcas belgrano, despues de tomar su taza de cafe con leche mientras mira por la ventana baja y se va a tomar a la estacion de subte toma la linea D que la lleva a su trabajo. Cuando llega a la oficina, es muy linda y luminosa tambien, se recuerda que tiene que hacer varias llamadas antes de ponerse a trabajar. Las realiza, luego se pone a trabajar, recuerda que tinee una reunion al mediodia de trabajo con su jefe y otros compañeros de oficina. Despues de ahi cuando termina la jornada laboral pasa por el super a hacer la compra, compra lacteos, verduras, paga en efectivo, y se vuelve a su casa, donde entra una cocina tambien impecable, todo ordenado, muy moderna, ordena todo se viste de gimnasia y sale a correr por un espacio muy despejado no hay tannots edificios, siempre hace el mismo recorrido despues de ese paseo tiene una cita que habia quedado en tinder asique se cambia y va a la confiteria que no recuerdo el nombre de la calle. luego cuando regresa a su depto lee el analista antes de quedarse dormida. Las imagenes de la protagonista para mi no es la misma del inicio al final.;;;;;;;
L4NH;F;VIEJO;Sin higiene;T1;Juana. Se levanta temprano, esta la imagen de su depto del cuarto, yo lo que marcaba es que estaba muy ilumindado habia cuadros. Vive en palermo, no me acuerdo la calle, va al subte toma el subte d, se va al trabajo, cuando llega a la oficna se acuerda que tiene que hacer varias llamadas antes de empezar a trabajar , solo se ven los muebles de la oficina ella no se ve. Ah pero antes de bajar a tomar el subte desayuna . Toma su taza de te con leche frente a la ventana. DEspues tiene una reunion con su jefa y otros compaleros de trabajo, cuando termina de trabajar camino a su casa pasa por el super, compra verduras y lacteos, paga en efvo. Cuando lega a su casa se ve una cocina muy ordenada impecable, ordena las cosas que compro , se viste de gimnasia y sale a hacer un recorrido que hace habitualmente. es una zona muy linda, muy despejada, con mucha luz. El recorrido que hace es el de siempre, despues regresa a su casa y no me acuerdo como cierra.;;;;;;;
L4NH;F;VIEJO;Sin higiene;E2;Federico, se despierta a las 7.30 de la mañana para ir a trabajar, vive en el barrio de caballito. se levanta va al baño, se lava los dientes se peina, el baño es todo blanco, las toallas de color naranja. Cuando termina se va a la cocina, pone el agua para el mate come una tostada con dulce de leche y no se que cosa. La cocina tambien son unos muebles blancos. termina el desayuno a las 8 de la mañana agarra su mochila y se dirige a su oficina, cuando esta en el anden espera unos 15 minutos cuando llega el tren sube y se va a su oficina en el barrio de once. Llega saluda a sus compañeros, hace unas llamadas, en el escritorio esta la computadora y un celular. Cuando termina su horario saluda a sus compañeros llega a su casa y decide limpiar el patio. despues quiere jugar a la playstation 4 con dos nuevos juegos que habia bajado. Jugo un rato, se aburre de los juegos, se prepara un te verde y lee un libro mientras piensa que va a preparar para la cena.;;;;;;;
L4NH;F;VIEJO;Sin higiene;T2;Federico se despierta  7.30 de la mañana, esta la vista de su cuarto, se levanta va al baño, y se cepilla los dientes se lava a cara se peina, en el baño recuerdo que predomina todo blanco, tiene toallas color naranja y algunos adornos de plantas verdes, despues va a la cocina a desayunar, creo que pone agua para el mate no recuerdo que es lo que come. Baja a tomar el subte y se dirige a once que esta la oficina donde trabaja, cuando llega saluda a todos los compañeros, gace llamados telefonicos, y al final de la jornada cuando se retira de la oficina, vuelve a saludar a sus compañeros, decide ordenar el patio de su casa, esta un rato ahi, despues decide estrenar la play que compro nueva con dos juegos, esta un rato se aburre, y decide leer un libro. Y creo que es eso lo ultimo que hace antes de irse a dormir.;;;;;;;
L5H;M;VIEJO;Con higiene;E1;Juana se levanta a las siete y media desayuna dos tostadas con manteca y mermelada de frutilla, luego sale de su casa y se va a tomar el subte a la est carranza para ir a su oficina que esta en el centro, llega a su oficina se sirve otro cafe y comienza a contestar mails que tiene atrasados, despues al mediodia tienen una reunion de oficina para promocionar un producto creo Luego de eso sigue por la tarde en la oficina cuando termina sale de la oficina y antes de llegar a su casa pasa por el supermercado y compra lacteos y verduras y no recuerdo mas Se va a su casa se cambia se pone ropa deportiva y sale a caminar o trotar por el barrio, despues tiene una cita x tinder, en un negocio en la calle tacuari entonces se va ahi en l barra espera encontrarse con la persona que se habia citado y vuelve a su casa a media noche. Ahi medio que me perdi, creo que lee algo del psicoanalista, y despues de eso se acuesta y le lleva masomenos 30 min hasta q se duerme;;;;;;;
L5H;M;VIEJO;Con higiene;T1;No me acuerdo nada, era algo sobre una chica q iba a trabajar, en subte… No me acuerdo mas.;;;;;;;
L5H;M;VIEJO;Con higiene;E2;Estaba durmiendo, vive en caballito, se levanta mira su guardarropa ver que camisa se va a poner pero despues sale con una remera negra se levanta y va al baño, se higieniza, se peina se pone algo en la cabeza no me acuerdo el nombre. luego se va a la cocina se prepara el mate se come dos tostadas con queso crema y dulce de leche, una vez qe temina de desayunar sale a la calle y se dirige a la estacion de caballito que esta a 5 cuadras, llega a la estacion, camina hacia el final del anden, llega el tren, lo toma baja en once porque trabaja en una empresa q esta en la calle saavedra, llega a la oficina saluda a sus compañeros, se toma un cafe y se pone a trabajar. Al atardecer cuando sale de la oficina se despide de sus compañeros, llega a su casa y se pone a jugar con la play que el habia bajado dos juegos nuevos los queria probar, pero al mismo tiempo esta pensando que va a cenar pero uno de los juegos lo aburre y se pone frente a la ventana y se pone a leer un libro.;;;;;;;
L5H;M;VIEJO;Con higiene;T2;Federico esta durmiendo, vive en caballito, se levanta mira su guardarropa ve una camisa a cuadros luego va al baño se higieniza se peina, luego se dirige a la cocina se prepara un cafe y dos tostadas con queso crema y dulce de leche. cuando termina de desayunar se viste y sale a la calle para ir a la estacion caballito que queda a 5 cuadras de su casa. Sale con una remera negra. Llega el tren , perdon llega a la esacion luego viene el tren lo toma y se baja en once xq el trabaja en una oficina en la calle saavedra. Llega a la oficina saluda a sus compañeros, toma un cafe y despues comienza a trabajar, escribe y hace llamadas telefonicas al finalizar su jornada laboral sale y se dirige a tmar el tren baja en caballito y vuelve a su casa. se pone a jugar con la play para probar un juego que habia comprado el dia anterior. como aparentemente mucho no le agrada lo que hace es irse a la ventana, toma un libro y se lo pone a leer.;;;;;;;
L6H;F;VIEJO;Con higiene;E1;"La chica se levanta de su dpto despues de haber descansado bastante bien, desayuna dos tostadas con manteca y mermelada de frutilla y un cafe. Luego va a la oficina empieza a responder llamados pendientes luego tiene una reunion con la jefa y presentan un producto nuevo el lanzamiento de lady soft para toallas femeninas para mujres, despues va a su casa se cambia la ropa hace un entrenamiento de unos 40 min como lo hace en el recorrido habitual, lleva agua, luego tiene una cita por tinder en un bar de la calle Tacuari. llega a su casa lee el psicoanalista y se conecta a las redes sociales antes de dormirse. Hace la compra en el supermercado, compra lacteos y compra verduras. Agrego datos que me vienen a la mente; Ella vive en un 4 piso en la calle charcas en el barrio de palermo. O la oficina era ahi? ahora se me esta confundiendo. Luego toma el subterraneo la linea d de la estacion carranza para el lado de catedral.";;;;;;;
L6H;F;VIEJO;Con higiene;T1;Una chica se levanta en du depto despues de haber pasado una buena noche, desayuna dos tostadas con mermelada de frutilla y manteca y cafe creo despues se dirige a su oficina, toma el subte en la estacion carranza. Su depto esta ubicado en la calle charcas en el barrio de palermo. Llega a la oficina, responde mails tiene reuniones y luegon va al supermercado compra verduras y lacteos, tenia una cita por tinder, y luego regresa y antes de dormirse ve una serie o algo asi. La cita era en la calle tacuari. Me acorde de algo del trabajo que tenian que presentar un producto de toallas femeninas para mujeres.;;;;;;;
L6H;F;VIEJO;Con higiene;E2;Federico se levanta a las siete y media en su depto de la calle bacacay, abre el armario y no sabe que camisa ponerse esta entre dos opciones una azul a cuadros y otra a rayas. Luego va al baño, se peina se coloca gel para su cabello se lava los dientes y la cara . Va a la cocina y desayuna tostadas con queso crema y dulce de leche . luego se dirige a unas cuadras de su casa a la estacion caballito de tren y espera 15 min hasta que llega el tren. Su trabajo queda en once en la calle saavedra, llega a la oficina enciende la computadora y realiza llamadas telefonicas y despues que llega a su casa limpia el vidrio y se habia comprado los juegos nuevos de play numero 4 uno de carreras y otro de aventuras, pero como le aburren se toma un te verde y se lee un libro.;;;;;;;
L6H;F;VIEJO;Con higiene;T2;Federico se despierta en su depto ubicado en caballito, no se decide que camisa ponerse luego desayuna tostadas con dulce de leche y queso crema y se dirige a la estacion caballito de tren y va hacia once donde esta su oficina de trabajo. Ahi responde mails y llamadas luego va a su casa y mira la play 4 tenia dos juegos pero no lo entusiasmaron entonces termina leyendo un libro mientras se toma un te verde.;;;;;;;
L7H;F;VIEJO;Con higiene;E1;Juana se levanta despues de una buena noche de sueño a las 7, toma el desayuno cafe con dos tostadas con manteca y dulce de frutilla. despues de arreglarse baja y se dirige a la est ministro carranza donde toma el subte para ir a su trabajo para ir a recoleta. Primero se sienta a responder unos mails xq tiene una reunion con la jefa. en la reunion discute sobre el lanzamiento de unas toallitas femeninas, un nuevo producto . despues pide su almuerzo por delivery, cuando termina su jornada laboral hace comprar en el super, compr verduras, lacteos, paga en efectivo. Vuelve a su casa, se cambia, guarda sus compras se pone la ropa deportiva y se va a hacer 40 min de actividad fisica que hace siempre me le mismo recorrido. Vuelve a su casa y se prepara para una cita que hizo por tinder en un bar de la calle tacuari. Vuelve a su casa despues de la medianoche, lee el libro el psicoanalista, revisa sus redes sociales y despues de media hora se duerme.;;;;;;;
L7H;F;VIEJO;Con higiene;T1;Juana se levanta no me acuerdo si era 7 o 7 y media toma el desayuno con cafe dos tostadas con dulce de frutilla, creo que despues se bañaba no me acuerdo, se prepara sale a su trabajo toma el subte a la estacion carranza y el trabajo de ella es en recoleta. cuando llega responde los mails antes de una reunion con su jefa que era por el lanzamiento de un nuevo producto cuando termina de trabajar va a su casa se pone ropa deportiva sal a hacer act fisica haciendo siempre el mismo recorrido. cuando vuelve se prepara para una cita que tiene por tinder que era en un bar de la calle tacuari, despues vuelve cerca de la medianoche, lee media hs, que no me acuerdo mencionaba el libro pero no me acuerdo y se va a dormir.;;;;;;;
L7H;F;VIEJO;Con higiene;E2;Federico se despierta a las siete y media de la mañana despues de una buena noche de sueño, se fija que es lo que se va a poner y tiene entre las opciones una camisa azul con cuadros y una rayada y elige la segunda. Va al baño, se higieniza, se peina, se pone el gel se lava los dientes. Despues se va a la cocina pone la pava electrica para el mate, y se repara tostadas con queso crema y dulce de leche. despues sale de su casa que no se va con la camisa que eligio, se va con remera negra. el depto esta en la calle bacacay del barrio de caballito despues camina hasta la estacion caballito que esta a 5 cuadras y el dia esta soleado pero humedo, se va al final del anden y a los 15 min se toma el tren llega a su oficina que esta en la calle Saavedra del barrio de once. Se sirve un cafe, saluda a sus compañeros, prende su computadora y empieza a hacer llamadas laborales. Cuando termina de trabajar vuelve a su casa y decide limpiar el patio despues se toma un descanso y juega a la play 4 que tiene dos juegos nuevos que se bajo, una de carreras y otro creo que de aventuras. Mientras tanto piensa que va a cocinarse para la noche. Se aburre del juego, y se va a leer un libro tomando un poco de aire cerca de una ventana.;;;;;;;
L7H;F;VIEJO;Con higiene;T2;Federico se despierta a las siete y media de la mañana despues de una buena noche de descanso, va al baño se higieniza, se lava los dientes y se va a la cocina a poner la pava electrica para hacerse el mate que desayuna mate con dos tostadas con queso crema y dulce de leche. Despues va a ver que es lo que se va a poner para salir a trabajar esta entre una camisa de cuadros azul y una rayada y finalmente se decide por la de rayas. Sale a trabajar es un lindo dia tiene que caminar 5 cuadras hasta la est caballito, el vive en la calle bacacay en caballito. cuando llega a la estacion va al final del anden, toma el tren para ir a su trabajo que no recuerdo la calle pero me parece que es en once. Cuando llega a su trabajo, prende su computadora, saluda a sus compañeros, se sirve un cafe y se pone a hacer unos llamados cuando sale de trabajar vuelve a su casa y decide limpiar le patio despues se pone a jugar unos jueguitos en la play 4, que son nuevos uno de carrera y otro de aventuras que cuando termina de jugar lee un rato un libro. Lo que me acuerdo fue que cuando salia en vez de ponerse la camisa que habia decidido se pone una remera negra;;;;;;;
L8H;F;VIEJO;Con higiene;E1;Juana se despierta a la mañana recuerdo su dormitorio, la cama, las frazadas, juana se levanta va a desayunar dos tostadas con mermelada de frutilla y se va a trabajar toma el subte en ministro carranza el subte la linea d se va a trabajar a recoleta. entra a su oficina donde hay varios sillones, mesa en el centro una oficina moderna y un cuadro de la torre eiffel recuerda que tiene q llamar a un proveedor y al diseñador grafico. Se sienta en la computadora, responde unos mails que estan pendientes toma un cafe y despues va eso lo hace antes de ver a su jefa. Al mediodia tiene una reunion de trabajo donde hay 4 mujeres y 2 hombres, sentados en unos sillones donde discuten una campaña publicitaria si no recuerdo mal de unas toallitas higienicas femeninas, no recuerdo el nombre despues se va de la oficina, ah no encarga su almuerzo en su horario de descanso despues va a hacer compras al super donde compra lacteos y verduras y algunas cosas mas que necesita, va a su casa deja las compras y se ve la cocina tambien muy moderna con una ventana de un lado una mesa al centro todo blanco, se saca la ropa deja las compras se pone ropa deportiva ys e va a correr elige musica divertida alegre y hace siempre el mismo recorrido creo que eran 40 minutos luego vuelve se cambia xq tiene una cita en el centro se arregla para ir a la cita va a un bar en la calle tacuari donde se sienta a esperar su cita y a media noche vuelve a su casa y se acuesta a dormir . Y recuerdo que cambiaron de Juana xq la inicial es rubia la otra es morocha;;;;;;;
L8H;F;VIEJO;Con higiene;T1;Juana despierta en su casa y en un depto muy moderno, se viste para ir a trabajar toma el subte en la linea Dno me acuerdo si era carranza.. Si. Y se la ve despues en la oficina trabajando contestando mails tomando cafe, despues tiene una reunion que se comunica con la jefa, despues tien una reunion con el grupo de trabajo. No, primero contesta unos mails a unos proveedores, despues tiene la reunion son todos muchachos en una sala de reunion sentados en uno sillones, creo que no todos me parece que hay algunas paradas. Luego cuando se va del trabajo se cambia para ir a correr y a caminar, sale a caminar vestida de ropa deportiva, va para una calle que me recuerda a paseo colon, tiene un muro con plantas, vuelve a su casa se cambia para ir a una cita, va al microcentro a encontrarse con una persona es un bar que tiene dos o tres mesas en la vereda con gente que esta sentada ahi, luego ella regresa a su casa, se acuesta, y recuerdo que la juana inical era rubia y la q se acuesta a dormir es morocha;;;;;;;
L8H;F;VIEJO;Con higiene;E2;Federico en la cama abrazado a la almohada se despierta a las 7,30, va al baño donde se lava los dientes, se peina se pone gel, se lava la cara, se higieniza digamos, y bueno el baño es blanco tiene toallas rosa, y todo lo demas es blanco, creo que hay una planta al lado del lavatorio despues se va a su cocina toda blanca tambien, toda blanca , pone la pava para prepararse el mate, se hace dos tostadas que las come con qeueso blanco y dulce de leche, antes abre su ropero y tiene la posibilidad de ponerse dos camisas, una celeste de cuadros azules y la otra a rayas, se pone la de cuadros azules, luego sale a las 8, termina de higienizarse desayunar y demas y sale hacia la puerta de su edificio que tiene escalinatas que dan a la vereda, sale con vestido de jean, una remera negra y un bolso al hombro, Vive en la calle bacacay en la zona de caballito, asique se dirige a la estacion caballito para tomarse el tren en el barrio de once, llega a su trabajo, el tren demora 15 min en llegar, llega a su trabajo, saluda a sus compañeros, se prepara un café, abre su computadora, y empieza a devolver llamados. Cuando termina su jornada laboral el toma el subte . No recuerdo en que momento es que aparece una calle, cuando toma el tren o el subte, bueno la cuestion es que vuelve a la casa, decide limpiar el patio, se pone a probar dos videos que compro la noche anterior uno de aventuras y el otro no me acuerdo de que, se aburre jugando a eso, se pone junto a la ventana a tomar aire y a leer.;;;;;;;
L8H;F;VIEJO;Con higiene;T2;Federico se habia comprado dos juegos, lo aburrieron y entonces decidio ir a leer, me lo acuerdo sentado como en un sillon jugando y despues en un escritorio leyendo, y no me acuerdo que pasaba, si iba a trabajar en bicicleta… la verdad no me acuerdo.;;;;;;;
L9H;M;VIEJO;Con higiene;E1;se levanta se desayuna, toma el subterraneo en carranza para ir a trabajar en recoleta, llama a los contactos para hacer pedidos, toma cafe, revisa los mails, al mediodia hace reunion de lanzamientos, en este caso toallas femeninas, pide la comida, el deluvery, a la tarde va al super y compra verduras y lacteos, llega a casa se cambia, hace deporte para hacer su recorrido de 40 min que es siempre igual. Vuelve a casa se ducha, y tiene una cita en tinder en un bar que se sienta en la barra, vuelve a la medianoche, lee el psicoanalista y se duerme;;;;;;;
L9H;M;VIEJO;Con higiene;T1;Se trata de una dama que se queda un rato en la cama al despertar, desayuna y toma su bolso para ir a trabajar, vive en un 4 piso en la calle charcas, toma el subte en carranza y va hasta recoleta,en la oficina llama a distribuidores, a las 8.30 toma cafe, lee los mails y se junta con su jefa. Al mediodia pide el delivery y tiene un lanzamiento su trabajo tiene las compras del super que mayoritariamente son los frescos o lacteos, cuando llega acasa se cambia y se pone una ropa deportiva, para caminar 40 min, lleva agua y musica Al retorno se ducha tiene una cita en tinder y va a un bar, antes de dormir lee un libro de psicologia;;;;;;;
L9H;M;VIEJO;Con higiene;E2;Federico que vive en la calle bacacay de caballito se levanta, se baña se higieniza, toma una camisa azul, se peina con gel, pone una pava de agua para tomar mate con dos tostadas con dulce de leche y queso crema, sale a la calle y toma el tren en la estacion caballito, se va al final del anden, el tren demora 15 minutos,llega el tren va a la calle saavedra en once, en su trabajo atiende los llamados, al final de la tarde vuelve a su casa limpia el patio, tambien cuando limpia todo quiere jugar a la play xq tiene dos juegos nuevos, eso no le interesa tanto, toma aire fresco y lee un libro.Son todos estudiosos;;;;;;;
L9H;M;VIEJO;Con higiene;T2;Federico tiene una vivienda-estudio en la calle bacacay de Caballito Elige camisa azul para ir al trabajo Toma una ducha y se peina con gel desayuna con jugo de naranja mate y 2 tostadas con crema y dulce A las 8.00 sale a su trabajo tomando con su bolso y sube al tren en la estacion de caballito en el final del anden le toma 15 min llegar calle Saavedra de Once en su trabajo atiende llamados A su vuelta limpia el patio, juega a la play  que lo aburre sale a correr y tambien lee un libro;;;;;;;
L10H;F;VIEJO;Con higiene;E1;Juana. se despíerta despues de una noche de sueño, desayuna tostadas y se va a tomar el subte para trabajar. Antes de comenzar cuando llega a la oficina habla con algunos proveedores, luego tiene una reunion al mediodia con su superior jefa, porque tienen un lanzamiento de nuevas toallitas higienicas, luego cuando termina su trabajo se dirige pasa x el supermercado, paga creo q en efvo o tarj? efectivo. Llega a su casa, ordena sus cosas, sale a correr es una rutina que hace normalmente luego se detiene en un cafe porque habia organizado una cita por tinder y va a la cita en un cafe que se llama michingue, luego cuando vuelve a la casa y se acuesta lee un libro creo que de psicologia, hace algo con el celular o con sus redes sociales y bueno finalmente se duerme;;;;;;;
L10H;F;VIEJO;Con higiene;T1;Una chica que vivia en la calle Charcas,se me ocurre que era 2700 la altura, en un cuarto piso. Se levanta para ir a trabajar siete y media , toma café , se va en subte para ir hasta la estación Carranza donde trabaja. Tiene una reunión antes de comenzar digamos de sentarse en su escritorio con proveedores, después comienza a trabajar, tiene una reunión por una cuestión de marketing, del lanzamiento de algún producto, nose si toallitas higienicas o algo asi. Después sale a comprar comida, cuando regresa a la casa por la tarde sale a correr, se encuentra con alguien en un cafe, nose si toma cafe o una una cerveza y despues vuelve a la casa.;;;;;;;
L10H;F;VIEJO;Con higiene;E2;Se levanta a las siete y media de la mañana, vive en la calle Bacacay en Flores. Elige una camisa, entre dos opciones que tiene de las varias, una azul y otra a rayas coloradas elige la de rayas coloradas, luego va al baño donde se ducha , se lava los dientes Luego va a la cocina y pone la pava para unos mates o café y hace una tostada con queso y dulce de leche A las 8 sale de su casa y va caminando hasta la estación Caballito,y llega el tren que va a Once. El trabaja por Once no recuerdo si la calle Saavedra . llega a la oficina, saluda y se sienta a trabajar . Empieza a recibir llamados telefónicos, luego cuando termina el trabajo regresa a la casa hace algo como pintando o haciendo algo. Prueba un jueguito con el joystick que se habia comprado, despues se aburre de eso decide ponerse a leer un libro y mirar por la ventana estar en otra cosa, y a pensar que va a hacer para la cena;;;;;;;
L10H;F;VIEJO;Con higiene;T2;Era de un muchacho que se levantaba siete y media, desayunaba y a las ocho  ya estaba en la calle. Iba a la oficina….;;;;;;;
L11H;F;VIEJO;Con higiene;E1;Juana se levanta a la mañana, vive en la calle Charcas en el barrio de Palermo y se despierta para empezar su dia. Tiene un cuarto con una cama grande de madera con colores marrones, hay una ventana donde entra mucha luz. Despues prepara el desayuno , come dos tostadas con mermelada y un cafe Se viste y baja para tomar el subte de la estacion Carranza la linea D para ir hacia Recoleta donde esta la oficina. Llega y recuerda que tiene que hacer unos llamados a proveedores y diseñadora gráfica. Despues se toma un cafe contesta unos correos y trámites de internet. tiene una reunion con su jefa en una oficina muy luminosa con cuadros, habia uno de la torre Eiffel, unos sillones , escritorios y sillas Se va a almorzar, hace tarea y descansa. Vuelve a su casa, pasa por el supermercado primero, tenia que comprar lácteos y verduras,paga en efectivo Se va para su casa acomoda sus cosas, se saca la ropa de trabajo y se pone ropa de deporte, se va a correr por una hora Llega se arregla porque tiene una cita que arreglo por Tinder. regresa a su casa y va a un bar de la calle Tacuari, se sienta en la barra a esperar después vuelve a su casa, chequea las redes, contesta mensajes y despues se va a dormir.;;;;;;;
L11H;F;VIEJO;Con higiene;T1;Una chica que se levantaba temprano a la mañana para ir a trabajar, era un cuarto muy luminoso, la cama de madera, vivia en Palermo. Se baña y se arregla para salir, toma el cafe y tostadas, se va a trabajar. Llega al trabajo tenia entrevistas , y se pone al dia con los mails. Tiene una reunión , almuerza ..toma un cafe en la oficina. Se va a su casa, pasa antes a hacer unas compras y se va a su casa a escalar. sale y se encuentra con un amigo a tomar algo, vuelve y se va a descansar.;;;;;;;
L11H;F;VIEJO;Con higiene;E2;Federico, se despierta a las siete y media para prepararse para ir a trabajar, va a buscar su camisa. Vive en la calle Bacacay en el barrio de Caballito, se dirige a su placard , elige entre dos camisas y se pone la que tenía rayas, la otra tenia cuadros se dirige al baño , se lava los dientes , la cara y se dirige a la cocina para prepararse un mate con tostadas con dulce de leche y queso crema A las 8 termina el desayuno, agarra la mochila y va a su trabajo. toma el tren va a la estación Caballito , espera el tren unos 15 minutos ,en el final del andén, se sube y llega a su trabajo Llega saluda a sus amigos, se prepara un café para tomar, prende la computadora, atiende los llamados telefónicos y se pone a trabajar. A la tarde termina y se dirige a la estación toma el tren y se va a su casa en su casa decide ponerse a limpiar los vidrios del patio, habia un balcon muy iluminado, con plantas,(recuerdo la calle que se dirige a la estación era una calle con un estacionamiento adelante , había un edificio con banderas.);;;;;;;
L11H;F;VIEJO;Con higiene;T2;Un chico que se llamaba Federico, que iba a trabajar, se despertaba a la mañana, desayunaba algo y se iba a trabajar. Despues volvia, se aburría con los videojuegos , se pone a limpiar el balcon con vidrios o al reves. tiene una reunion con amigos y despues se va a dormir.;;;;;;;
L12NH;F;VIEJO;Sin higiene;E1;Jose se despierta no me acuerdo a que hora, se prepara el desayuno, come tostadas con mermelada de no se que , en la calle anchorena vive en 4 piso, sale se toma el subte D en carranza, llega a la oficina, habla con la encargada me parece, mira todo lo que tiene que hacer, mira las tareas del dia o los contactos que tiene que hacer,se pone en contacto con ellos. Despues tiene una reunion de trabajo con varias personas para el lanzamiento de algo supongo no me acuerdo. Despues llama al delivery para el almuerzo, sigue con las actividades, no se que mas pasa en el trabajo. Cuando sale del trabajo va al super compra lacteos y verduras, despues llega a la casa, se cambia de ropa, guarda todo lo que compro, se cambia de ropa, se pone la ropa deportiva y va a trotar por la calle no se cuanto tiempo despues acordó una cita en un bar de tinder y se sienta en el bar, espera, no se si toma un cafe o no me acuerdo que toma, despues llega a la casa tarde se acuesta se duerme y creo q a las 8 de la mañana se vuelve a despertar algo por el estilo.;;;;;;;
L12NH;F;VIEJO;Sin higiene;T1;la vida en un dia de una chica, se despertaba a las 7 de a mañana, desayunaba tostadas con mermelada. se duchaba, cambiaba de ropa, iba al trabajo, en el trabajo miraba la tarea que tenia que hacer, los mails, despues tuvo una reunion de trabajo al terminar la reunion pidio comida a un delivery, despues salio volvio a la casa supongo, se cambio de ropa se puso ropa deportiva salio a correr, despues tenia una cita con alguien de tinder, la tuvo se encontro en un bar creo, y despues de la cita creo q no ceno, y bueno se acosto a dormir.;;;;;;;
L12NH;F;VIEJO;Sin higiene;E2;Se despierta 7 y media de la mañana mira en el placard que camisa ponerse tiene dos opciones, una de cuadro y la otra no se y elige una de ellas, no se cual. Despues va al baño a higienizarse, se pone el alcohol en gel, se peina, despues se hace un cafe con una tostada con queso crema y dulce de leche. sale de la casa que es en caballito, va a la est de trenses cabalitos a los 15 - 20 min toma el tren, llega al trabajo que queda en once, toma un cafe, mira el trabao que tiene las notificaciones todo eso, ahi me falta algo no me acuerdo que. Despues del trabajo llega a la casa y creo que arregla el patio o el jardin, despues la nche anterior se habia bajado dos juegos de playstation uno de carrera otro no me acuerdo y com se aburre va a la habitacion abre la ventana y se pone a leer un libro con aire fresquito;;;;;;;
L12NH;F;VIEJO;Sin higiene;T2;Se desperto, habia dos camisas una de cuadros otra lisa, fue al baño,se habra afeitado se puso gel en el pelo, despues va al trabajo no me puedo acordar como va, mira los trabajos sus mails. Lo que si se es que cuando llega a la casa se pone a arreglar el jardin o la terraza que tiene unas plantas y hasta ahi llegue.;;;;;;;
