COD SUJETO;SEXO;EDAD;TRATAMIENTO;SESION;RELATO;;;;;;;
S22H;F;JOVEN;Con higiene;T1;lo que me acuerdo es que Julia se levantaba a las 7 de la mañana a desayunar tomaba un café con tostadas con mermelada, iba en el  subte en la linea D y se iba a trabajar trabajaba para una marca de toallitas femeninas, almorzaba, iba a su casa, iba a correr, tenía una cita por Tinder, llegaba masomenos después de las doce, y se iba a acostar masomenos doce y media.;;;;;;;
S22H;F;JOVEN;Con higiene;E2;federico se levanta a las 7 de la mañana en la calle Bacacay del barrio de Caballito se levanta y elige entre dos camisas una a cuadrillé azul y otra que no recuerdo. Va al baño, se lava la cara , se cepilla los dientes, se afeita, se peina, va a desayunar, se pone la pava para tomar mates y se come unas tostadas con queso y de ahí sale a la calle se toma el tren de la estación Caballito , camina 5 cuadras. Llega el tren a los 15 minutos , llega al trabajo trabajo saluda a sus compañeros después vuelve a su casa y se pone a limpiar la terraza. Se pone a jugar a la PlayStation 4, se descarga dos juegos, se aburre de jugar, y se pone a leer un libro y a tomar aire fresco en la ventana.;;;;;;;
S22H;F;JOVEN;Con higiene;T2;Se llamaba Federico, se levantaba 7:30 , se tomaba el tren en estación Caballito . Vivia a 5 cuadras de la estación de tren;;;;;;;
S24H;M;JOVEN;Con higiene;E1;todas las mañanas se levanta a las 7:30, vive en el barrio de Palermo y vive en el cuarto piso. después baja al subte, la estación no la recuerdo. Viaja hacia recoleta que es su trabajo. De ahí hasta las 8:30 atiende mails mientras se toma un café. Después tiene reunión con sus compañeros. Después almuerza, pide el almuerzo y mientras se pide el descanso. Después cuando termina su jornada laboral va hacia su casa se pone ropa deportiva escoge la música que mas le gusta y una botella de agua y se va a correr. Después tiene una cita, y se queda hasta las doce de la noche que regresa a la casa. Lee un libro que no recuerdo el nombre, por media hora y después se duerme.;;;;;;;
S24H;M;JOVEN;Con higiene;T1;Recuerdo que vivía en el barrio de Palermo, no recuerdo si en el décimo o en el cuarto piso, se despertaba 7:30. Luego de eso iba hacia al trabajo hacia recoleta. Se tomaba el subte línea D que trabaja mientras se toma un café a eso de las 8:30. después de eso en el descanso pide su almuerzo y cuando termina el trabajo va a su casa, se cambia de ropa se pone ropa deportiva y sale a correr durante una hora. Llega a la casa se baña y tiene una cita en una restaurante. Se quedan ahí hasta las doce y se va a dormir.;;;;;;;
S24H;M;JOVEN;Con higiene;E2;Se levanta a las 7 :30 de la mañana, vive en la calle Bacacay del barrio de Caballito, después va al ropero y elige entre dos camisas entre una rayada y una cuadrada. Se queda con la rayada. Se va al baño, se pone gel en el cabello, se lava la cara y se lava los dientes. Después de eso va a desayunar toma café con dos tostadas, las tostadas tienen crema de queso y dulce de leche. Agarra su mochila y va hacia la puerta. cuando sale a la calle Se dirige hacia la estación de Caballito, entra a la estación, espera 15 minutos y se toma el tren para ir al trabajo. Llegando al trabajo que queda en la calle Saavedra después se despide de sus compañeros y vuelve a casa. Se pone a limpiar el patio y se descarga dos jueguitos. uno de aventuras y otro de carrera. El juego lo aburrió y se va a una ventana a tomar aire fresco.;;;;;;;
S24H;M;JOVEN;Con higiene;T2;Se levantaba a las 7 30 iba al ropero elegía entre dos camisas, una rayada y una a cuadros. elegía la rayada. Iba al baño, se cepillaba los dientes, se lavaba la cara, ponía la pava y se preparaba dos tostadas con queso crema y dulce de leche. Se ponía la mochila salia a la puerta y se iba a la estación de Caballito . Vivía en la calle Bacacay . Esperaba 15 minutos en la estación hasta que venía el tren y en el trabajo deja todas sus cosas y empieza trabajar, cuando sale del trabajo va a su casa con el subte de la linea D llega a su casa se instala dos juegos los juegos lo aburren y se va a una mesada enfrente a una ventana se prepara un té verde y se pone a leer un libro.;;;;;;;
S25H;F;JOVEN;Con higiene;E1;El video comienza en el departamento de una chica se enfoca la cama, se levanta a las 7:30 desayuna dos tostadas con manteca frutilla y un café vive en Palermo en el cuarto piso , luego se viste para ir al trabajo. Cuando se prepara toma un subte, llega al trabajo recuerda que tiene que hacer unas llamadas antes de comenzar la jornada laboral. Luego cerca de las 8:30 tiene que responder mails. Se la ve a ella tomando café sentada en la computadora. Después del mediodía se reúne con sus compañeros de trabajo, con diseñadores gráficos para una campaña de toallitas Ladysoft. Son 5 personas una rubia y dos hombres debatiendo. Luego de eso pide un delivery y luego cuando sale del trabajo se dirige a hacer compras. Las compras que hace son lácteos,verduras, y otras necesidades básicas que ella tiene. Después de eso llega a su casa, lo que recuerdo de la casa es la parte de la cocina, mesa de vidrio, hay sillas celestes y hay focos colgantes. Se quita la ropa del trabajo y sale a correr por 40 minutos agarra una botella de agua esa es su rutina diaria. Luego de salir a correr vuelve a su casa a ducharse para encontrarse con un chico que conoció por tinder. Se juntan en un bar en la calle Tacuarí, ella lo espera sentada en el bar. La imagen que tengo es que se ve el bar hay sillas afuera con mesas, hay dos personas se ve el mozo. Luego llega a la casa, se la ve acostada de perfil, dice que lee el psicoanalista antes de irse a dormir, y ahi termina el video.;;;;;;;
S25H;F;JOVEN;Con higiene;T1;Recuerdo que una chica se levanta a las 7 30 de la mañana, arranca su día a esa hora, la imagen es de una cama desordenada, ella desayuna se la ve tomando un café con dos tostadas con manteca y mermelada. Después se iba hacia el trabajo, Su horario laboral es 8:30. Antes de arrancar las jornadas, recuerda que tiene que hacer unas llamadas a unos clientes. Luego tenía que responder muchos mails. decide llamar a los clientes y luego responder los mails. Luego alrededor de las doce tiene una conferencia con los compañeros de trabajo. Hay un sillón blanco con una chica rubia y están debatiendo. Trabajan para Ladysoft, entonces estaban debatiendo hablar con un diseñador gráfico. Cuando termina la jornada laboral, vuelve a hacer compras. Compra Yogures, lácteos y otras necesidades. Vuelve a la casa, se ve la parte de la cocina que tiene sillas celestes, una mesa de vidrio blanca. Luego de eso ella hace su rutina diaria que es salir a trotar. Recuerdo que el audio dice que ella toma la botella de agua y va a trotar por 40 minutos . Vuelve a su casa, se baña, y luego se junta con un chico que conoció en Tinder. va a un bar, a una calle que se llama Tacuarí, Ella vive en Palermo . Se ven afuera 3 mesas, ella lo espera adentro sentada en la barra. Luego de eso ella vuelve a la casa y duerme. Se le ve el perfil, un buzo gris y un arete grande.;;;;;;;
S25H;F;JOVEN;Con higiene;E2;Federico vive en caballito, se lo ve durmiendo en la cama tiene barba remera blanca y el acolchado es blanco con rojo y rayas. Una vez que se levanta se va hacia al armario, y elige qué camisa ponerse para empezar su jornada. Tiene dos opciones. Camisa azul a cuadros o camisa a rayas de colores. El armario es blanco se ven muchas camisas colgadas y se ven como zapatillas. Luego sale de su casa, se lo ve con remera negra y Jean mirando hacia el lado izquierdo. Se dirige hacia el subte ubicado en Caballito. Se ve un auto negro, arbolitos y una vez que llega al subte se ve el tren celeste el se dirige al final del anden y se ve gente. Llega al trabajo, saluda a sus compañeros, empieza a hacer llamadas, en la imagen recuerdo un celular blanco y una taza de café. Luego de su jornada laboral, vuelve a su casa para hacer trabajos de jardineria. Se ve un vidrio en la ventana y el limpiandolo. Después de eso se toma un descanso y decide jugar a la play 4. la noche anterior se había descargado dos juegos uno de aventura . Luego se cansa de jugar se hace un té verde y se dirige hacia la ventana a leer un libro y tomar aire fresco.;;;;;;;
S25H;F;JOVEN;Con higiene;T2;Federico está durmiendo, tiene barba, comienza su día a las 7 30 se levanta, va hacia el armario y elige qué camisa ponerse. Una era a cuadros rayadas y otra era de colores. El elige la 2da opción. El armario es todo blanco sin puertas y se ven muchas camisas colgadas y zapatillas. Luego de eso sale del departamento, con una remera negra y un jean oscuro, vive en Caballito. y se da cuenta que el día está frío. Se dirige hacia el subte de Caballito se ve el tren celeste la estación y el relato dice que él va hasta el final del andén. Luego llega al trabajo tiene que responder unos mails y desayuna. Luego de la jornada laboral vuelve a su casa, limpia los vidrios de su casa cuando termina de hacer eso quiere descansar y juega a la play 4, tiene juegos de aventura y de acción, luego de eso va a tomar el té verde entonces se lo ve mirando hacia la ventana con remera blanca.;;;;;;;
S26H;M;JOVEN;Con higiene;E1;Juana vive en Charcas en el barrio de Palermo en el 4to piso . Se levanta todos los días a las 7 30 descansó tranquila, la cama tenía un acolchado marrón con rayas, arriba en la cabecera tenía unos estantes , arriba en la cabecera tenía 3 floreros, de un color fucsia, el respaldar de la cama era gris después tenía en la mesita de luz dos tazas con platito y luego ella se prepara el desayuno , desayuna café con leche y tostadas con manteca. Luego agarra su cartera y sale a trabajar. Ella está tomando el café, parecería más un bar que su casa, luego se toma el subte D su trabajo queda en recoleta, en la estación ministro el subte decía en el cartel tucuman- F habia gente el piso era color gris el subte era amarillo con gris, una vez que llega a la oficina tiene que llamar a los proveedores, y al diseñador gráfico. Luego de eso hay una mesa de vidrio espejada que refleja la computadora, un cuadro tiene un extintor, arriba de todo a la izquierda. Tiene flores. tiene una silla de tipo oficina color gris. A eso de las 8 :30 empieza a responder los correos, luego tiene una reunión con su jefa. Ella trabaja en Ladysoft. A eso del mediodía se junta con un grupo de gente a ver el tema del marketing sobre el nuevo producto que están por lanzar, es una junta de 5 personas. Luego del trabajo ella sale a comprar está en la góndola de Lacteos, quesos, yogures, ella paga en efectivo. Luego llega a la casa, se cambia de ropa, vi que había una sillita de bebé , tres sillitas comunes, había una mesa también negra, las sillas de bebe era blanca y las sillas comunes eran verdes. Luego sale a hacer ejercicio, hace siempre el mismo recorrido. Hace siempre la misma rutina, aproximadamente 40 minutos. Luego de eso va a la casa, se baña , se cambia, tiene una cita en un bar Mishi o algo así, que queda en Tacuarí, la cita se hizo a través de Tinder. En la imagen del bar se ve que hay gente, que es muy hermoso , hay un nene , hay dos personas dos mujeres. Ella se sienta en la barra a esperar. Luego llega a su casa, lee el libro el Psicoanalista y se queda 30 minutos masomenos mirando las redes, hasta que se duerme. En la imagen se la ve a ella, acostada, durmiendo.;;;;;;;
S26H;M;JOVEN;Con higiene;T1;La chica se llama Juana, se levantaba todos los días 7 de la mañana, descansaba tranquila, vivía en Palermo en el cuarto piso, desayunaba café con tostadas. Luego agarraba sus cosas y se iba a trabajar, se tomaba el subte la línea D trabajaba en recoleta, había un subte había mucha gente, el subte decía tucuman, luego llegaba al trabajo tenía que hacer una llamadas al diseñador gráfico , a los proveedores. Luego de esos respondía una serie de mensajes, correos, mails, Se reunía con su jefa, trabajaba en LAdySoft. Al mediodía se juntaba con sus compañeros a una junta sobre un producto nuevo que estaban por lanzar, luego se iba al supermercado pagaba en efectivo y compraba todo lo que necesitaba para su casa, lácteos, verduras, frutas, etc. Luego hacía ejercicio, una hora masomenos. Luego tenía una cita por Tinder, en un barcito que empezaba con M , luego llegaba de su cita y se ponía a leer un libro el psicoanalista, antes de irse a dormir chequeaba todas las redes sociales.;;;;;;;
S26H;M;JOVEN;Con higiene;E2;bueno, te muestra a Federico acostado en su cama que tiene unas almohadas a rayas tapado con el acolchado que tiene rayas. Federico es una persona que tiene barba, tuvo una noche tranquila de sueño, se levantó a eso de las 7:30 de la mañana en su casa que queda en Bacacay en el barrio de Caballito, abre su armario encuentra que hay muchas camisas. decide qué camisa ponerse entre dos opciones. Una es una camisa azul a cuadros y otra tiene rayas de colores. Elige la 2da, y va al baño a higienizarse. En el armario se ven sweaters, remeras, tiene dos espejos en las puertas y a la izquierda hay una campera. En el baño se peina , se pone gel y se lava los dientes.El baño es un baño blanco , que tiene una bacha, tiene un espejo la bacha a la izquierda el inodoro a la derecha, tiene toallas rojas, una plantita, luego calienta la pava toma mates con tostadas que tienen dulce de leche y queso crema. Tiene en la cocina una heladera gris, tiene una bacha, un microondas, unos cajones unos estantes, tiene un set de cuchillos en el fondo de la cocina, a las 8 aproximadamente finaliza su desayuno se va, se dirige hacia la puerta de su edificio se va de su casa a la estación de tren que queda a 5 cuadras. el día está soleado pero con mucha humedad, hay un auto estacionado está la calle ahi y no hay más nadie. Al ingresar a la estación de tren va hasta el fondo del andén y después de 15 minutos de espera viene el tren y se va. El tren es celeste, hay mucha gente caminando en el andén luego llega de trabajar saluda a sus compañeros su trabajo queda en el barrio de Once, luego tiene un celular una agenda, su taza de café una notebook y comienza responder mails, a llamar por teléfono y demás. Una vez que finaliza su jornada de trabajo saluda de nuevo a sus compañeros los despide vuelve a su casa, llega y se pone a limpiar el patio. En la imagen se puede ver que está limpiando un vidrio, hay plantas hay sol, luego de limpiar el vidrio se pone a jugar a la play en el sillon y se pone a jugar juegos que descargó la noche anterior uno es de aventuras y otro es de carreras. los cuales ve que los dos los aburren y se va. Se puede observar que está el con el Joystick, una tele de fondo, el Joystick es negro , luego se va y se pone a leer un libro con un té verde en el cual se puede observar que el está pensativo con una mano en la cabeza, tiene una taza a su derecha. Nada más.;;;;;;;
S26H;M;JOVEN;Con higiene;T2;Bueno luego de una tranquila noche de sueño Federico se levantaba a eso de las 7 30 en su casa en el barrio de Caballito. Me acuerdo que tenía un acolchado con una almohadas a rayas, blanco y negro creo. Luego se levanta, abre su armario, ve que tiene muchas camisas y ve que tiene dos opciones. Elige la 2da opción la segunda opción es una camisa a rayas de colores. Va al baño a higienizarse, se podía ver una toalla de color oscuro color bordo o rojo, luego se peina con Gel y se lava los dientes. calienta la pava para tomar unos mates se hace una tostadita con queso crema y dulce de leche, tiene una remera color gris, tiene un microondas también tiene varios cajones y varios muebles. A eso de las 8  finaliza su desayuno y se iba a tomar el tren. En la estación de tren que le quedaba a 5 cuadras en Caballito , el día estaba humedo me acuerdo, luego al ingresar a la estación el se iba hasta el fondo del andén y luego de 15 minutos llegaba el tren. Lo tomaba e iba hacia su trabajo que quedaba en el barrio de Once. Una vez que llega, prende la compu, atiende llamadas, toma un café, dentro del escritorio estaba la compu un cuaderno un celular, luego finalizaba su jornada laboral , saluda a sus compañeros y se va en subte a su casa. Llegaba la casa, limpiaba el patio y se ponía a jugar a la play con dos jueguitos uno de carrera y uno de aventura. Se aburrió y decidió leer un libro con un té verde.;;;;;;;
S27NH;F;JOVEN;Sin higiene;E1;La chica se levanta 7 30 de la mañana, se prepara el desayuno dos tostadas con mermelada de frutilla, Luego va tomar el subte línea F que aparecía escrito en el subte, luego llega al trabajo ,se sienta a mandar unos mails que tenía atrasados, después va a una reunión de toallitas LAdysoft, después almuerza pasa por un supermercado, hace las compras ,,llega su casa se pone la ropa para hacer gimnasia, en las imágenes que se visualiza hay una sillita de comer y unos paquetes de cereales en una mesa, luego se pone a correr 40 minutos como todos los días. Luego se dirige a un bar que coordina una cita por Tinder en la calle Tacuarí. A la medianoche se acuesta lee un libro de psicoanálisis y luego de media hora se duerme.;;;;;;;
S27NH;F;JOVEN;Sin higiene;T1;una chica se levanta a las 7 30 de la mañana, se prepara el desayuno, abre los mails para chequear luego se va a trabajar, toma la linea de subte F llega al trabajo, hace una publicidad de la línea toallitas LadySoft, luego se va a almorzar, llega a la casa, cena, y lee un libro de Psicoanalisis y a las doce de la noche se va a dormir.;;;;;;;
S27NH;F;JOVEN;Sin higiene;E2;Federico se levanta 7 30 de la mañana, se dirige al armario tiene para elegir dos camisas elige la segunda, luego se va al baño se lava los dientes se pone gel en el pelo, va a la cocina, se prepara el mate con dos tostadas dulce de leche y queso crema. Después sale se dirige a la estación de tren de Caballito, el día está soleado pero húmedo. En el andén va hasta el final, y luego de 15 minutos viene el tren. Luego llega al trabajo abre la computadora y empieza responder los mails. Sale del trabajo va hacia su casa, se pone a limpiar los vidrios, luego de limpiar decide jugar a la play 4, habia comprado dos jueguitos el dia anterior. La play lo aburre y se sienta cerca de la ventana, se prepara un café y se pone a leer un libro.;;;;;;;
S27NH;F;JOVEN;Sin higiene;T2;El chico se levanta, se prepara la ducha se baña después desayuna y se va para el trabajo, el día estaba soleado pero húmedo. almuerza, decide jugar a los videojuegos que la noche anterior se había comprado dos, empieza a jugar y se aburre rápido, Luego se sienta debajo de una ventana a leer un libro;;;;;;;
S28NH;F;JOVEN;Sin higiene;E1;la chica se levantaba temprano, desayunaba, se iba a trabajar en subte la línea D, cuando sale del trabajo va a hacer las compras compra un poco de verduras lácteos, cuando llega a la casa se cambia la ropa, se va a correr hace siempre el mismo recorrido 40 minutos, agarra su botella de agua, después cuando vuelve a la casa se arregla para una cita de Tinder y se va a la barra a esperar a su pareja . Cuando llega a la casa pasada la medianoche se pone a leer un libro El psicoanalista, y después de media hora logra conciliar el sueño.;;;;;;;
S28NH;F;JOVEN;Sin higiene;T1;bueno me acuerdo que se levantaba a las 8 de la mañana, se tomaba la línea D, durante el transcurso de la mañana está en el trabajo , cuando sale va al supermercado compra lacteos y verduras, después va a la casa busca una botella de agua color azul va a correr vuelve ,se prepara para una cita de Tinder, va al bar donde se encontraban se sienta en la barra esperando a su pareja, vuelve a la casa se ducha y se acuesta leer el libro del Psicoanalista y se acuesta antes de las doce.;;;;;;;
S28NH;F;JOVEN;Sin higiene;E2;El chico se levanta a las 7 de la mañana, va al armario tiene dos camisas para ponerse elige la segunda, va al baño se lava los dientes, se pone gel en el pelo, se lava la cara, va a la cocina, se pone la pava para tomar unos mates y se hace dos tostadas con dulce y con queso crema. Se dirige a la estación de Caballito a tomarse el tren para ir a trabajar, después de 15 minutos llega al trabajo se despide de sus compañeros va a su casa se toma el subte, para llegar. después se pone a jugar a la play porque se descargó dos juegos, uno de aventuras. Despues se aburre, y se pone a tomar un té verde y se fue a dormir.;;;;;;;
S28NH;F;JOVEN;Sin higiene;T2;Se levantaba de dormir entre las 7 y 8  , vivía en recoleta, se tomaba el tren de estación de Caballito.;;;;;;;
S31H;M;JOVEN;Con higiene;E1;Juana se levanta a las 7 30 am en su departamento de Palermo ubicado en la calle Charcas, desayuna café con leche con dos tostadas con dulce de leche y frutilla, se alista y baja al subte de la línea D para ir a su trabajo en Recoleta, llega y cuando llega se acuerda que tiene que hacer unos llamados a diseñador grafico, después tiene otra reunión con su jefa, pide para comer, come ahi, después que termina su jornada laboral va a hacer las compras. Compra algo de verduras, paga en efectivo, se pone su ropa deportiva y sale a correr, 40 minutos al día vuelve a la casa y se prepara para tener una cita y después vuelve a su casa medianoche para dormir.;;;;;;;
S31H;M;JOVEN;Con higiene;T1;Juana se levanta 7 30 am en su departamento de Palermo ubicado en calle Charcas desayuna café con leche con dos tostadas con dulce y frutilla, Se alista y baja al subte línea D para ir a su trabajo en Recoleta., y se acuerda que tiene que hacer una llamada al diseñador gráfico, pide una reunión con su jefa donde pide para comer y come ahí, luego de que termina su jornada laboral, hace una compras compra verdura y paga en efectivo, se va a su casa se prepara para hacer su rutina de ejercicios, sale a correr durante 40 minutos al día, después vuelve a su casa y se prepara para la noche que tiene una cita va a cenar, termina la cita y se fue a su casa a medianoche para ir a dormir.;;;;;;;
S31H;M;JOVEN;Con higiene;E2;Luego de una tranquila noche de sueño, Federico se levanta a las 7 30 en su casa en la calle Bacacay en el barrio de Caballito, se levanta abre su armario y elige entre dos camisas una azul y otra a rayas. Elige una y se dirige al baño a higienizarse. Luego de higienizarse se dirige a la cocina pone la pava y se prepara dos tostadas con dulce de leche y crema. Desayuna y a las 8 se dirige hacia la puerta. Camina unas 5 cuadras y va hasta la estación de tren Caballito.. Espera el tren 15 minutos y se dirige a su trabajo en la calle saavedra de Once. Llega, ve a sus compañeros, saluda a los compañeros se prepara una taza de café prende la compu y hace una llamada.Después de su jornada laboral, se toma el subte y se vuelve a su casa. Llega para limpiar el patio después de limpiar el patio se pone a jugar a la play tiene juegos nuevos que se había descargado la noche anterior, mientras juega un rato piensa que puede hacer de cenar a la noche. Se aburre y se va a la ventana a tomar un poco de aire, se prepara un té y lee un libro.;;;;;;;
S31H;M;JOVEN;Con higiene;T2;Luego de una tranquila noche de sueño Federico se levanta a las 7 30 am en la calle Bacacay en el barrio de caballito. Elige entre dos camisas una azul y una con rayas. Elige una y se dirige hacia el baño ,se cepilla los dientes se lava la cara y se pone gel en el cabello. Luego se dirige a la cocina pone la pava, se prepara dos tostadas con dulce de leche y crema, desayuna, luego de un rato se prepara agarra sus cosas y se dirige hacia la puerta. camina unas cuadras y va a la estación del tren de Caballito, en unos 15 minutos se dirige hacia su trabajo en la calle Saavedra en el barrio de Once. llega, se prepara un café saluda a sus compañeros prende la compu y hace unos llamados. Luego de su jornada laboral vuelve a su casa y limpia el patio. Después de un rato juega a la play que tenía dos juegos de la noche anterior. 0 uno de carreras. Cuando estaba jugando a la play se pone a pensar que iba a cenar a la noche. Juega un rato se aburre, se prepara un café y se sienta junto a la ventana.;;;;;;;
S32H;F;JOVEN;Con higiene;E1;Juana se levanta 7 30 vive en Palermo en la calle Charcas en la primer imagen se ve una cama de dos plazas distendida. una habitación luminosa. Desayuna, un café con leche y dos tostadas con mermelada de frutilla. se ve una imagen de una mujer que supongo es Juana desayunando en un lugar también luminoso podría ser una cocina abierta o un balcón. Después se va a la oficina, toma el subte en Carranza para ir a la oficina en Recoleta, el subte es el D. En la imagen se ve la estación del subte, hay algunas personas y se ve el subte acelerando como partiendo. después llega a la oficina , en la oficina hay una pintura o un cuadro de la torre Eiffel, y otro de círculos de varios colores. Tiene un mobiliario bien de oficina bien moderno, es un ventanal grande que ocupa toda la extensión y una cortina que cubre una parte . Las sillas son negras. se pone a responder unos correos que tiene atrasados y después va a tener una reunión con la jefa, ella es diseñadora. Hay una imagen que se la ve trabajando en la computadora, con un café con leche, tiene las uñas pintadas de color lila o violeta y una de las uñas de otro color. Hay otra escena donde está con un grupo de trabajo en una reunión de trabajo , discuten algo de las toallitas ladysoft. Después pasa por el supermercado , compra lácteos, y compra verduras, en la imagen se ve la heladera de los lácteos. Llega a la casa ordena las compras , se muestra la cocina, es una cocina bastante amplia, se ve una sillita de esas de comer de bebe y hay como cajas sobre la mesada, la cocina se ve en general ordenada y limpia y es muy luminosa. Ordena las cosas y se cambia . se saca la ropa del trabajo y se pone la ropa deportiva, sale a hacer su rutina con una botella de agua, se la ve a ella corriendo, dice que corre 40 minutos por los alrededores de la casa, siempre realiza el mismo recorrido, hay un espacio verde al aire libre, y hay una entrada a un edificio que podría ser un museo o algún edificio público, no se ven otras personas en la imagen más que ella, que está con unas calzas y una remera ajustada, después dice que va al encuentro con una cita que organizó por Tinder, en un bar, el nombre del bar que se ve en la escena es Misshigere, tiene dos o tres mesas en la puerta, hay personas sentadas en la mesa en la puerta, ella entra y se sienta en la barra a esperar a su cita no aclaran si es un hombre o una mujer o quien es la otra persona. A las doce y media vuelve a la casa y se acuesta pero antes lee un libro algo de psicología no recuerdo el nombre, lee aproximadamente media hora hasta que se duerme. en la imagen se ve esta persona acostada de perfil , acostada de costado . Con los ojos cerrados como si ella estuviera durmiendo.;;;;;;;
S32H;F;JOVEN;Con higiene;T1;Juana vive en el barrio de Palermo , en un hogar muy luminoso, se ve la imagen la cama desarmada, una cama de dos plazas. desayuna cafe con tostadas de mermelada de frutilla. Va a la oficina , toma el subte en la estación Carranza, una oficina con sillas negras, muy modernas, un ventanal abierto totalmente vidriado que da ala calle, con cortina roller, hay una computadora en esas salas. Hay una reunión, se pone a responder correos, es diseñadora ella, después en algún momento tiene otra reunión con varias personas de su equipo, están trabajando en algo de diseño de las toallitas LAdysoft. A la salida del trabajo pasa por el supermercado, compra lácteos, y vegetales se ve la imagen de la heladera de los lácteos vuelve a la casa se saca la ropa del trabajo, agarra agua se pone la ropa de hacer deporte y sale a correr corre unos 40 minutos por un parque se ve un edificio que podría ser un museo o galería, cuando vuelve, se cambia y se va a encontrar con alguien que tiene una cita por Tinder, en un bar en el centro . Ella trabaja en Recoleta, se van a un bar que el bar se llama Mishigene, y habia unas mesas en esa imagen en la vereda, vuelve a la casa, en el relato no decia que habia pasado en la cita no contaban demasiado.;;;;;;;
S32H;F;JOVEN;Con higiene;E2;Federico se despierta 7:30, vive en el barrio de Caballito en la calle Bacacay a 5 cuadras de la estación duerme con unas sábanas a rayas claras, se levanta abre el placard tiene dos opciones una a cuadros azul y blanca y otra opción es una camisa a rayas de colores. Sin embargo cuando sale de la casa sale con una remera negra. Se va al baño a higienizarse se pone gel en el cabello se peina se cepilla los dientes es un baño con artefactos blancos y paredes blancas hay toallas rojas hay una plantita hay como una ventana como un techo inclinado, después va a la cocina la cocina es pequeña hay una heladera plateada hay una pava eléctrica, se prepara unas tostadas con queso blanco y dulce de leche. Alrededor de las 8 agarra su bolso y sale del edificio, es un edificio que se ve blanco, y él está con la mochila en su hombro izquierdo. camina hasta la estación caballito que está a 5 cuadras de la casa va hasta el final del andén , y va a la oficina, que queda en la calle Saavedra, en la oficina se prepara un café se ve la imagen de su computadora prende la computadora responde unos llamados, a la salida va a su casa y limpia el patio, se lo ve limpiando las ventanas del patio, después decide jugar a la PS4 que la noche anterior se había bajado unos juegos uno de carrera y quería probarlos,. no lo entretienen asi que se prepara un té verde frente a la ventana para tomar un poco de fresco. Se lo ve sentado leyendo frente a la ventana por la que entra luz natural.;;;;;;;
S32H;F;JOVEN;Con higiene;T2;Federico vive en calle Bacacay en estación a 5 cuadras, toma el tren para ir a trabaajr, se toma el tren Sarmiento, viaja hasta once, trabaja en Once, tiene una oficina. No me acuerdo nada más una cocina chiquita, kitchenete.;;;;;;;
S35H;F;JOVEN;Con higiene;E1;hablaba de esta chica vivía en el cuarto piso de Palermo, se levantaba 7 30 de la mañana , desayuno salió a la estación de subte se dirigió a su trabajo en recoleta, se preparó un café, después al mediodía respondió unos mails, tuvo una reunión con sus compañeros por unos productos nuevos de toallitas Ladysoft, pidió comida en el delivery almorzó cuando terminó la jornada laboral pidió lácteos, verduras , pagó en efectivo, después regresó a su casa había una sillita de bebe me llamo la atencion se saco la ropa del trabajo se puso ropa deportiva se baño volvió a su casa y se preparó para una cita que tenía en un bar que arregló por tinder. Entró al bar y se sentó en la barra a esperar a la cita. Despues volvio a la casa se acostó reviso las redes sociales, y después de eso se durmió.;;;;;;;
S35H;F;JOVEN;Con higiene;T1;recuerdo mostraban la habitación de la chica se levanto 7 30 desayuno se fue a la estación del subte, se dirigió a su trabajo en Recoleta llegó abrió la computadora leyó unos mails almorzó después tuvo una reunión sobre unas toallitas femeninas no me acuerdo la marca.”nosotras” me parece, terminó su dia laboral fue al supermercado, compro lácteos, verduras, llegó a su casa se puso su ropa deportiva y salió a correr. Se bañó porque tenía una cita en tinder se fue al bar donde realizó la cita volvió a su casa y se acostó a dormir.;;;;;;;
S35H;F;JOVEN;Con higiene;E2;el chico se llama Federico se levanta 7 30 de la mañana en la imagen el está acostado en la cama, vive en el barrio de Caballito, en la calle Bacacay, se levanta, se va al baño, antes de ir a l baño abre el armario y se quiere poner una camisa azul a cuadros oa rayas de colores. En la imagen se ve mucha ropa, pero esas camisas no estaban colgadas, después se dirige para el baño, se lava los dientes, se dirige a la cocina, se prepara el mate se hace dos tostadas,con queso crema y con dulce de leche. Se dirige a la estación del subte, de la estación caballito para ir a su trabajo . Se dirige al final del andén del subte, llega a su trabajo, hay una imagen de una computadora, un celular, lee los mails se prepara un café y se saluda con sus compañeros. Después se va de vuelta a a tomar el subte para volver a su casa. se ve la imagen limpiando los vidrios Se pone a jugar a los jueguitos, se aburre y decide dejar los juegos se prepara un te verde.;;;;;;;
S35H;F;JOVEN;Con higiene;T2;El chico se llamaba Federico se levantó 7 30 se preparó el mate fue a la cocina, se preparó un mate con tostadas con queso crema y dulce de leche. Fue al cuarto, estaba indeciso entre ponerse una camisa a cuadros o una camisa a rayas azul. Se dirigió hasta la estación del subte, el vivía en el barrio de Caballito y el subte quedaba en estacion caballito. llego al trabajo reviso los mails, salió del trabajo volvió a tomar el subte se preparó un té verde y después jugó a los jueguitos, que lo aburrieron y por eso se hizo el té. no me acuerdo nada más.;;;;;;;
